X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,Total Power
540.8397,287.8987,0,154.5676,515.3586,418.1164,0,113.6062,36.5136,355.9347,337.3485,178.3953,510.8844,460.1704,345.8918,167.6195,354.9977,122.8722,463.9245,425.4081,285.567,566,5.8141,69.5044,566,458.5111,111.7404,47.0488,46.7671,365.5027,547.3799,243.1504,94979.5468,86516.7749,85647.3678,87973.7557,100575.4975,90812.519,97633.6489,86718.6221,84871.9277,92724.7416,98947.5628,98983.935,106493.6208,85535.3994,85558.7759,92376.7851,1476350.481
541.2171,261.152,7.5136,29.9049,455.0416,453.5695,96.2971,62.5751,37.1781,406.5696,456.6038,144.269,396.3972,338.0264,299.261,9.0751,305.9629,174.1196,566,381.2463,288.0093,481.8408,25.1397,64.2871,502.9977,525.6804,60.9429,93.9513,0,354.8303,566,161.8739,99448.6767,94901.9936,85839.2533,89273.2068,93099.901,95398.3955,101613.8334,84465.2247,88777.1869,87969.8319,101935.04,90274.7834,104681.4506,88933.2743,85143.7157,86674.9772,1478430.745
428.7759,293.8539,85.5707,84.1022,423.5447,561.2767,110.2091,178.7328,111.1105,344.3527,454.794,0,566,363.0121,555.1657,59.1604,319.7983,150.3009,512.0223,308.0732,222.0066,468.1921,0,44.6762,566,566,0,39.288,0,230.4577,566,248.0273,93725.5633,95256.8268,90185.9646,84025.876,98758.3408,96691.5134,98303.921,96203.0659,84650.4696,89026.2094,99979.2181,89404.6794,105708.7513,86405.2461,95765.8393,88285.6106,1492377.096
499.1809,346.0465,17.4488,90.2542,511.23,547.6052,35.4913,0,110.1301,486.2934,468.8295,124.6986,409.5476,322.3554,341.5047,6.6049,281.67,32.3282,566,257.3981,369.5571,566,165.4465,0,566,483.1878,26.373,0,0,290.5029,566,262.0466,101287.9294,90879.7053,84556.19,88437.8256,96575.5953,94633.6005,95467.8743,94843.7251,88160.4522,95850.8228,102026.461,97828.5095,100306.4837,92048.4417,87930.436,85378.0154,1496212.068
395.932,269.4221,0,0,493.5769,552.8608,23.8548,86.739,138.5902,358.2845,505.1411,75.9202,445.6018,333.6387,305.068,90.1696,191.1553,51.3719,445.1793,341.6254,437.5916,561.6546,0,145.81,507.4896,478.5634,34.284,71.282,64.1245,196.4799,566,326.1439,97772.4022,98872.0184,86617.1522,87304.0137,99666.257,96028.3537,99771.8876,87100.9033,83037.2343,88940.7663,106875.4791,91239.8452,95476.7878,88116.0953,87364.4694,93771.1451,1487954.811
466.4977,134.6994,146.2662,8.2776,475.2046,563.6834,0,53.9006,110.5528,261.4936,475.9001,26.761,566,450.1396,492.0533,141.824,188.4019,121.3204,522.1144,269.9924,413.255,551.7129,113.0565,152.2682,459.3191,458.0944,122.2073,65.6716,134.3602,368.3615,566,256.8673,94510.5913,96736.789,81176.6084,85631.3774,93901.3516,95295.054,84332.7265,82587.4036,83570.1806,85633.059,100063.1742,101026.5295,104868.8071,96402.5807,85019.421,88529.5338,1459285.188
566,368.4725,16.9387,134.2023,439.0497,566,123.1617,52.4726,160.3734,458.5949,445.8181,101.7894,465.9091,304.3155,311.7508,51.0878,83.9904,0,528.0858,284.4554,373.2806,566,132.3055,22.693,566,430.8661,184.529,0,0,277.1655,519.43,297.3411,102001.3637,97335.8639,86152.7408,88645.4704,97478.2396,95270.9372,91082.2816,88862.61,86410.839,93343.0706,97878.0368,98739.2247,104551.7578,93863.2718,88918.4694,83430.7973,1493964.974
474.8206,315.8893,92.0958,43.7767,426.1726,566,0,186.8328,151.6896,320.8812,477.792,0,556.4401,392.5653,421.4218,89.0294,202.9913,48.2805,566,409.611,338.2366,539.0127,81.6253,108.0058,566,438.6232,0,0,0,190.128,559.2155,232.4667,98336.8349,98796.0406,81131.334,89279.4442,95752.5469,96952.6822,89859.222,91191.9905,86231.8455,93718.9761,98133.9894,98427.783,105107.8563,90761.0465,89730.075,90057.2187,1493468.886
566,265.6598,40.3252,94.391,566,566,29.4738,77.6368,93.2593,430.7543,540.7176,25.1649,450.1666,331.6181,314.6346,49.0777,181.8101,15.8914,566,379.6411,442.9473,503.3059,88.0785,101.9586,557.9859,524.2294,118.305,0,0,195.0131,496.1205,236.3974,97868.9692,99496.9243,81039.6779,91347.1252,100331.3401,95402.8282,85176.9675,87008.2091,87159.8476,85793.6545,102951.3259,98573.4782,107548.6486,92345.6001,85931.9248,90050.153,1488026.674
556.4381,293.8484,49.0481,182.1215,474.971,461.5789,131.8132,97.1581,118.7246,352.3146,566,83.0864,566,339.8541,403.2792,0,236.5618,80.4553,547.1635,326.5189,261.1646,528.7199,238.2706,101.4336,538.1861,379.7544,113.2476,39.257,49.9823,114.0624,452.9948,243.6904,99477.2224,94012.5174,82823.0745,83043.5833,88482.3161,91950.2228,90938.5741,87881.7404,89287.3236,94410.2869,101314.2598,97558.4073,108035.294,91332.1602,91645.9216,84734.6818,1476927.586
566,344.6776,0,36.3297,469.6026,530.5873,72.9556,128.932,121.424,271.6138,536.8605,0,447.7672,480.8985,436.0844,128.6393,286.6566,2.7201,566,352.5125,350.7653,566,219.9659,80.1583,481.1135,507.6184,134.1385,15.1176,96.7451,192.8168,482.9499,338.4072,97096.2416,105919.4521,85934.7755,84311.111,93473.5549,94267.2206,92076.0531,93644.7992,83873.605,85325.2427,102604.2039,97369.2953,99481.4597,93139.793,95617.6896,89465.191,1493599.688
495.4529,403.5709,33.6543,0,494.4917,416.9408,43.7072,114.4843,223.9681,352.9185,566,71.6493,550.5746,308.3285,282.158,67.7346,238.0351,0,552.9431,347.6876,437.7627,566,122.9612,79.0566,566,482.7046,99.8471,0,21.6809,246.5269,503.5979,300.2217,100592.6046,100358.8576,85120.0392,85880.1301,98539.56,92259.0875,87669.6965,93473.3811,83490.6117,91823.2273,99622.7181,99994.2435,106616.9998,93110.8607,81617.8809,92157.7398,1492327.638
463.8221,339.6349,0,157.8446,458.5182,566,94.2973,138.0262,150.5395,299.5333,560.4124,23.7383,566,353.8053,462.2942,24.728,317.2093,0,544.0766,312.7316,502.0167,504.8496,78.9464,43.9185,566,440.7859,170.6073,15.7693,22.4637,88.2108,566,259.8234,98907.8641,103789.178,86741.3664,93657.8209,90833.7047,97342.0505,82418.9288,94548.0914,87040.7171,89372.3907,101043.8293,93870.2965,106319.5633,95551.4995,86193.5019,89583.3919,1497214.195
450.0699,324.9635,0,52.3661,566,566,93.4501,155.3992,171.4607,341.3808,566,4.6156,566,311.1906,461.1396,0,244.5058,15.2738,507.886,321.3796,428.4334,526.2736,213.9942,47.6877,566,440.4131,189.7496,0,0,104.8658,535.2744,264.8084,93422.389,102937.7439,86848.1887,86592.6796,98417.3396,95889.2863,92479.3851,92642.4821,87148.7176,89580.1447,101727.3823,96398.2034,106757.7836,95973.8778,86019.6235,86574.8265,1499410.054
566,356.7714,0,76.6035,474.6256,493.6496,79.936,151.9896,234.9794,321.3898,566,44.4012,514.9312,359.2004,330.3786,59.0272,368.1113,0,441.379,436.6609,485.3756,566,190.399,49.7583,512.2094,396.5986,163.9868,32.2342,86.5556,143.7539,486.9635,236.6706,99230.2527,104821.7603,80762.8917,85199.7324,96558.1996,91669.3327,93003.7174,95403.6949,79035.2401,92061.0388,99823.1185,94811.0231,105193.9709,93377.2389,85801.1983,87154.9233,1483907.334
483.0424,206.4929,0,0,545.4088,566,0,119.3059,128.5751,301.3734,566,18.3444,527.9174,408.3154,295.8387,54.8352,226.1283,0,446.6299,364.1376,448.5262,566,178.7802,17.3391,517.867,424.1297,189.3145,0,0,42.8108,566,245.3207,91060.5336,100402.5533,85534.2051,91736.8532,98707.0523,96641.6545,93030.8711,91000.2847,83621.7784,92979.7016,101270.2683,92878.4303,106899.2302,99243.3098,88658.8909,89149.1052,1502814.723
543.0959,319.8181,47.6954,88.8144,535.814,530.0831,0,147.899,128.8887,295.1789,495.4518,40.1301,566,427.6562,285.8903,0,300.7067,51.6519,538.0374,453.5322,470.7916,566,162.9846,26.1552,566,397.0898,162.2871,0,0,95.1912,566,244.7489,97917.6396,96803.5739,83005.3382,89068.7019,98286.5553,95625.8695,93731.2479,95239.1087,82557.6886,93068.788,98262.2685,95391.7135,106180.8773,98814.2214,88462.5301,89795.3602,1502211.483
560.2941,314.0991,0,0,525.153,566,89.521,125.6697,155.2181,360.4536,546.7251,31.1204,566,428.0026,309.8405,116.9454,262.7367,48.9613,523.3415,446.3072,434.1261,566,206.3332,66.638,557.8365,429.7281,138.4367,0,48.6495,106.4205,566,287.381,97602.4339,98652.8184,83851.5923,90457.6853,98452.5545,95870.1628,93694.7872,91954.9815,85155.0311,90320.8132,101168.4423,98123.2447,106520.2471,93748.4018,90011.2334,89227.9001,1504812.33
555.2519,297.8554,29.5703,0,496.4137,566,62.7549,162.1486,145.2916,367.4943,510.4838,30.7526,566,397.9894,397.5976,0,255.5018,54.9623,520.6971,433.9837,479.8477,566,198.6916,41.5888,515.5417,429.409,151.5781,2.2217,12.1732,126.2585,560.2014,200.7665,97166.7765,98176.4537,80870.4121,89273.3306,97596.4542,95118.2801,90790.4645,93922.8844,85302.2245,92604.9191,102402.6551,96491.6973,106392.3319,93543.8463,87319.3608,85471.2533,1492443.344
566,331.802,0,0,495.9937,566,80.8566,149.215,103.1714,298.4025,517.7005,27.254,564.7975,442.6741,283.4544,112.8022,302.6395,0,566,484.3137,458.1724,495.3188,190.643,74.2193,480.0912,437.1809,181.429,30.7277,23.6448,97.8022,561.5779,318.4678,98291.6251,102272.6971,84592.1355,84515.223,91937.5223,95584.0259,93076.1419,93163.9289,87348.0742,89842.0496,99137.7803,95221.9594,106513.0063,98822.3561,89029.5023,92070.3669,1501418.395
454.8238,352.6754,22.0763,57.8483,425.7785,555.7887,12.0767,199.7652,138.571,336.8239,541.3679,41.1839,530.7016,380.0441,306.0896,60.7269,277.7544,0,566,374.4142,374.0193,530.3969,211.3777,64.9922,556.4077,392.5927,153.0616,8.7372,0,89.3134,566,277.3978,98258.952,103168.7341,85280.7055,87184.3737,98202.5601,95928.2962,92672.9292,91889.9078,88939.819,87067.2143,100610.6979,96156.7099,106492.9733,94766.8335,90486.1311,86834.0157,1503940.853
517.1172,360.2287,12.5404,46.8349,470.752,564.9376,12.749,204.3417,51.4535,309.7948,557.4712,15.8204,546.9776,419.7795,332.1464,10.3737,292.9743,0,511.6648,400.1142,450.2487,519.0021,142.1641,0,556.2932,408.8497,117.4686,48.8305,58.8437,109.3949,566,281.5913,98670.2457,102866.0117,85153.5225,88757.4733,95561.1664,96235.6976,91923.5867,97187.5698,83140.2368,90025.85,97832.9935,94042.1921,106481.2063,89903.9508,89958.0018,91927.4807,1499667.186
565.6725,418.7586,0,19.2921,471.5625,554.9734,46.7305,182.0974,116.2732,313.7671,545.3787,32.9302,524.1716,408.3409,286.9624,29.3361,310.7145,0,534.253,364.857,434.0554,511.0149,172.9122,6.7736,564.257,439.8762,117.3863,17.4032,0,81.6395,528.7139,247.1963,99428.1862,99750.2271,84603.4376,89536.1913,96770.51,95708.0702,94393.3855,96953.1372,84905.5579,88399.2223,98967.4584,93155.5968,106308.9618,93176.6667,87838.6746,91573.6231,1501468.907
537.703,401.2582,0,63.2007,515.8433,566,68.065,170.653,104.2892,318.5154,529.4407,0,535.8267,420.1497,302.5657,15.325,270.8155,1.4159,566,387.8603,477.7942,566,156.5239,0,525.3753,401.6482,128.5446,19.2299,2.8486,95.5377,545.8281,280.6399,98126.962,101541.1322,84882.4654,87936.8806,98887.0897,95436.9083,91778.0926,97414.1988,87161.1382,93309.4171,98988.6905,94134.6577,106241.4081,93433.9965,88514.5624,93167.6727,1510955.273
566,364.4098,51.1531,93.7866,490.2098,515.5893,47.7807,109.5872,102.8789,332.8863,500.9251,2.7755,566,457.8774,347.2495,12.3749,257.972,0,566,398.0789,443.7653,566,131.2374,2.2226,522.5421,407.3021,71.427,0,55.4354,108.7256,566,299.4362,97348.0272,101519.0144,83007.0281,89307.3603,97541.8404,96202.142,91818.5833,97113.8176,89101.9918,93570.3634,94591.4711,93506.1007,105421.9467,87371.0697,88615.155,92947.505,1498983.417
485.3115,392.6519,43.0193,56.2271,536.7111,549.0587,53.3659,152.88,121.4619,264.6329,564.3572,36.1976,545.5023,389.0467,311.3192,26.5548,253.5316,5.8891,526.299,453.3774,429.5444,544.3845,161.4512,51.1043,471.5323,410.8643,127.3642,39.4578,0,104.4192,561.2321,269.0489,97823.2551,100366.9716,80747.2947,83741.1857,99043.0022,96980.4023,90770.4994,94170.2398,83899.6087,92956.7883,101295.5986,93102.7926,106720.8593,96149.6363,88399.6022,91894.5195,1498062.256
493.16,425.9887,25.4378,74.0725,505.4318,496.2419,53.396,164.5254,167.3623,334.1258,566,68.612,538.1634,434.6996,270.0336,29.7159,225.1835,22.5202,566,415.7426,454.8098,558.8502,116.2236,33.2572,563.805,416.6342,134.3043,32.7177,29.6697,111.7653,525.1836,290.764,94924.9964,100160.9858,85028.6305,88287.3828,98296.5263,95471.4177,88165.3499,95495.8966,84018.013,93955.1961,98997.6154,91847.6675,106321.5939,93350.9005,88855.7216,94029.9784,1497207.873
484.3697,385.7015,7.6378,51.9968,534.4026,546.9642,38.4767,187.318,130.6225,285.2863,566,28.1427,561.5034,414.0994,290.6168,5.2427,310.8715,0,559.1177,377.5495,481.6689,557.2989,191.1536,25.1096,530.4682,418.2462,152.3139,0,0,98.9799,566,279.7682,99194.941,102762.8964,84478.9048,87069.0897,99893.8077,94922.4105,94539.8219,95298.6027,86218.88,91449.1705,100634.475,96324.2428,106476.9412,94953.2691,87431.6227,92811.4162,1514460.492
523.8951,356.3879,37.5938,81.2728,518.72,549.3817,17.7335,202.569,148.439,280.3554,566,57.5906,545.6927,454.8728,337.7507,42.1848,344.6734,8.441,566,437.709,421.5893,566,132.889,31.8155,526.4334,394.5855,147.5556,14.2218,22.3759,141.6467,547.2043,304.5555,99692.4667,102734.9983,84397.9821,87060.209,97071.0457,96750.624,92208.1674,95011.4687,84728.4905,90115.1508,101008.6872,95532.7032,106133.0862,93324.1678,88601.3766,93034.1703,1507404.795
540.1523,338.9896,0,29.5579,561.0231,566,27.4713,156.2818,147.9917,320.7549,533.2363,38.7391,544.7133,427.9288,264.3327,0.0134,257.9262,0,540.5011,437.3701,440.0616,539.8712,162.1034,14.5826,547.5632,404.7094,154.7811,31.8295,16.6069,139.7089,566,293.2896,96612.5599,103242.7464,85367.5717,89137.9708,98857.2413,95688.3502,92461.1567,97120.3405,84256.378,91881.4561,100833.9055,91461.6446,106091.3902,93915.9735,89842.236,91251.7804,1508022.702
545.6293,389.5549,4.7649,54.863,544.8385,566,60.6112,212.8473,118.8019,294.0382,555.8087,45.7727,566,395.5429,321.7957,56.8861,298.102,0,529.7084,421.5423,454.6357,566,162.2657,12.1208,566,394.7824,160.6367,21.0442,0,175.7443,566,276.3983,97708.2266,102302.0465,85544.6872,88840.6661,98140.087,96584.6825,93917.7298,98407.6952,84903.5757,91605.6175,101590.8767,94987.4102,106463.2516,94771.3446,89865.2338,91395.3798,1517028.511
524.72,362.1465,9.8795,36.5687,540.0771,558.5379,48.4487,173.2012,87.7438,308.4667,535.6268,11.8468,544.2693,394.3833,270.4488,29.8353,307.5082,0,537.1103,391.9343,465.8784,561.1397,187.0019,2.1681,566,375.7452,143.9746,8.0719,26.2067,123.0617,561.6555,277.1792,98542.1388,102606.7388,84751.4262,88855.0803,98579.927,95628.7396,92618.9528,97718.2093,84228.6072,92453.6157,100283.9154,94829.4364,105662.3571,93682.1318,90071.3672,91138.0887,1511650.732
536.2031,409.401,9.6344,44.6109,518.4475,527.8725,65.7264,189.8187,151.7623,317.6092,559.3261,31.817,566,400.8702,316.7522,49.9433,254.8511,0,557.6542,437.2542,394.7621,552.351,140.6002,14.111,550.5028,392.6291,121.113,14.2782,0,160.884,552.9178,283.9159,97395.793,101002.6738,85671.0872,89534.6008,97632.8747,97169.2508,91341.3977,97544.1721,86711.9414,91625.2582,101691.7189,94901.0483,106450.3718,93764.6568,90926.9176,91327.1108,1514690.874
499.3491,385.5809,11.0099,22.4986,550.1534,546.9948,20.5376,229.5977,134.6823,332.0311,549.1366,13.5122,566,391.0222,297.1184,52.4041,261.0493,25.4596,552.4117,390.1818,389.072,531.0082,128.0858,11.991,525.3842,415.9024,138.8907,20.7867,9.1563,138.7136,525.3372,281.9378,97506.4854,100192.109,84725.8047,88951.4987,97523.7542,97557.2742,90809.686,98077.6602,85563.1932,91183.4239,101200.6896,95421.5601,106815.5157,93485.8707,90280.5045,91317.6778,1510612.708
537.2359,390.267,20.189,30.666,566,566,15.5259,209.4666,121.1399,317.3757,530.3873,0,566,384.0803,322.0462,38.5778,287.9345,31.0266,547.2513,429.995,384.1425,554.3131,204.6225,25.9948,544.5723,421.0339,146.271,26.8087,20.5547,139.0251,528.6087,259.2362,98855.3167,100949.9189,83854.3265,89246.9852,97256.772,97247.0367,92439.997,97418.4059,85744.7572,91280.2617,100503.7876,95593.5744,106699.2372,93388.9572,90554.6663,86753.9747,1507787.975
529.4027,390.9386,10.1784,49.2523,566,566,26.5347,197.0935,140.4218,324.7043,524.8345,16.7577,551.0846,405.5276,296.7894,35.0678,298.468,8.5446,553.5442,424.7265,415.4169,551.6959,158.6062,41.8639,552.2826,421.6078,130.4993,4.3875,7.0066,166.0779,533.3632,272.9218,98741.2214,101626.6438,84808.242,89286.3149,97698.8482,97088.9684,92719.5737,95328.7392,85672.4189,90941.8663,101527.6311,97209.3211,106513.7734,93873.6343,90000.9779,91145.7198,1514183.895
515.2439,400.2677,0,11.8013,535.4973,552.3055,13.7398,194.7203,150.5802,321.3726,531.8628,14.6948,556.7881,414.8028,299.1181,17.983,274.636,3.0051,552.8079,415.8351,436.4864,564.3057,157.4648,6.2101,556.4646,397.5274,121.3674,13.5983,4.9355,147.1466,551.1351,257.9735,97582.2551,101202.9479,85328.2821,90702.9733,98246.4162,96839.9489,93977.5457,98293.2564,86359.6897,92065.3782,101563.6191,94570.3537,106454.9996,93747.7486,90846.6952,90947.8972,1518730.007
531.9314,391.2069,0,26.9315,526.1342,534.0669,14.6598,217.4088,151.993,307.8477,541.3809,26.4797,566,371.4188,312.2685,14.9777,264.0638,0,554.9956,409.7468,412.0208,566,157.5413,1.9322,523.8154,378.4109,116.54,26.6708,0,149.9997,566,252.5581,97959.3456,101115.8683,85665.8327,90803.2418,97577.8508,97268.4441,92957.8455,98381.3596,87042.4762,92126.4898,101382.4414,93815.7032,106573.9277,93408.6667,89370.4179,89901.4674,1515351.379
520.7469,400.2815,4.8684,8.6474,556.127,553.691,12.5344,196.635,178.2686,325.0582,566,18.0874,566,412.5519,322.0565,47.0248,275.8335,0,555.0047,444.0152,424.6902,564.1285,173.5016,32.581,566,421.4841,162.7397,37.2068,21.4608,136.5215,552.9491,254.4013,97600.0884,102358.5167,85837.3134,88834.312,98571.9991,97380.3265,93935.0155,96738.6636,86097.6488,92292.5211,100697.9352,94229.1739,105998.68,96481.6469,91073.5746,88990.0871,1517117.503
523.2399,155.4737,288.7005,391.1962,285.158,45.7817,117.1481,488.0659,316.2311,206.7377,396.7909,443.1025,487.9287,136.5289,429.6778,97.1904,405.0098,6.0739,503.2877,254.0551,160.6561,12.9492,278.594,143.6098,244.7821,455.256,81.4465,551.8742,87.5591,66.0107,121.1961,143.578,94368.9789,101152.7234,86105.148,91687.8784,84097.497,91749.4508,86229.1063,93434.5805,79581.987,86648.669,93507.3437,92970.509,106938.3554,86729.2311,80949.5398,81535.2088,1437686.207
143.9968,310.9664,322.4314,15.6754,235.7517,566,221.4247,0,424.8094,0,432.3914,378.6323,424.4751,566,86.7145,0,0,236.1478,90.3758,282.9664,102.6128,529.0515,8.3439,89.2047,566,514.9393,395.2661,7.0218,468.1905,0,19.1666,182.5919,92199.7345,94403.2429,94001.5077,87098.5873,85632.4527,95736.115,95430.0558,86061.2973,89469.2867,90078.2239,97192.1734,101872.2905,91930.5799,106339.4516,84477.5783,87264.0977,1479186.675
336.1558,566,169.2948,130.4061,179.0515,138.2878,310.1646,0,107.1733,316.2931,566,512.1943,0,376.1369,0,143.1928,0,410.106,110.624,0,336.0689,210.7231,224.2845,0,429.4074,360.992,566,335.788,566,566,380.62,273.8964,106572.8008,96752.8787,98113.5509,102664.9835,83339.511,94213.4736,98818.5987,96626.3012,83377.4855,88562.8862,95140.2031,101679.9397,89184.0735,88538.981,81811.558,87235.8893,1492633.115
201.1242,131.1472,566,395.2281,566,57.3671,0,566,415.5778,154.3091,0,0,0,248.3578,566,112.0654,234.7792,537.4756,566,310.4645,434.2712,94.2435,156.8361,312.9455,566,484.9219,449.5459,51.5918,501.5678,123.1448,67.7496,327.4036,92076.6434,80851.1834,95622.6872,94303.5329,97427.0611,95809.1646,87061.0898,102838.0039,88832.3697,89697.1728,86342.4459,98970.3898,77450.0097,102222.3853,106477.833,88171.2345,1484153.207
566,566,566,0,266.8939,459.3547,198.99,0,566,0,256.7621,134.577,0,235.7314,42.8859,187.8141,326.5684,25.3145,566,515.2398,144.8887,342.1107,0,415.2523,171.0998,262.5191,551.3262,255.193,0,244.8289,101.3783,123.3151,99359.2207,106387.7971,96351.1372,89080.094,93917.1387,89257.8679,103262.9169,89887.5509,103921.1354,83629.1958,91623.5957,83127.7537,99653.2008,88667.8133,87498.1438,91180.3754,1496804.937
447.5385,23.2841,132.6502,373.5125,0,236.2099,381.2911,426.6831,566,303.9416,355.3209,192.8662,0,526.5771,566,527.2844,542.4891,0,0,122.1069,460.6311,0,0,220.8906,0,549.6733,566,566,566,566,319.3051,174.4646,94211.4677,90885.6063,92323.628,94735.2692,92228.8159,97513.7917,102026.5175,87879.4355,106282.1357,84040.8404,82613.758,82917.5763,85693.7317,97091.1226,96350.8932,99048.6021,1485843.192
250.5698,261.1552,405.4662,286.9914,0,130.9845,461.5003,566,566,153.007,331.9696,505.8583,566,435.3649,0,566,220.0301,37.7985,0,371.2568,0,155.9503,0,133.2817,566,0,565.7872,566,217.9062,495.5263,419.3315,8.3248,89067.1005,89736.3218,92896.4018,94945.2719,93110.6551,89116.247,98320.4537,98650.4577,95662.0402,93433.4946,85064.987,84053.1846,96256.7047,93837.0255,89643.1098,105262.0588,1489055.515
250.5881,0,163.9426,0,24.3448,491.3986,234.4377,566,0,566,90.9103,462.4972,446.4121,566,0,321.1099,483.1288,544.9722,298.9753,55.7152,422.127,0,265.8331,400.0959,0,0,285.584,160.6225,566,58.9756,114.4148,499.3198,84327.5145,88547.0765,85624.6324,93167.9583,88125.8487,94976.2604,95486.3834,99935.7762,100908.8178,106329.0236,86400.4911,99125.1262,94483.251,96601.1341,90957.6799,89278.3748,1494275.349
566,253.2982,0,0,566,414.1137,477.3864,212.2998,390.5976,0,0,268.6325,566,204.0425,566,566,116.8326,489.689,164.63,500.7583,424.0104,238.4533,566,60.945,0,0,566,396.3846,206.8221,566,277.5247,566,105095.4621,89661.8853,92617.4504,86081.0954,97402.9546,90167.1171,88141.2899,96836.2861,106091.6795,98303.1414,81913.7169,91643.6578,101193.2546,86801.9179,96881.0367,96394.0619,1505226.008
306.6145,453.3488,0,72.5727,566,502.58,566,344.0302,139.4209,0,371.7005,14.886,566,474.7717,193.4891,375.2825,566,566,138.591,566,120.8349,439.1938,403.0641,0,457.6609,436.2181,373.2713,0,566,321.1163,219.0511,566,78606.0358,88372.005,96509.2887,82060.6378,105149.4701,88706.3212,99834.5057,105286.9148,87212.526,86897.796,87803.6085,101973.2999,94930.3664,101285.9238,96619.2962,81146.4663,1482394.462
0,508.0368,434.9227,0,108.075,282.0966,566,90.2441,63.0309,307.5468,0,566,211.7307,212.5336,445.9536,377.7977,152.0765,168.4676,409.7096,566,419.4728,0,566,170.5174,125.2367,555.2905,402.1764,284.6444,0,225.2622,22.6366,0,81966.4305,100101.3808,95982.3198,89100.7242,89330.9544,93848.4315,97232.5918,83557.4961,93704.0306,90646.8041,85946.0866,98724.6491,90617.7841,89933.5401,102888.8971,98654.9777,1482237.099
105.7713,369.2864,27.5069,310.048,416.1635,251.2339,566,0,566,267.4757,203.6745,566,566,450.4596,566,566,0,28.2399,358.6119,0,0.4166,15.2913,544.2569,0,103.7553,566,391.9526,469.6687,30.221,269.8241,307.708,226.9709,90761.6119,83921.6497,87497.1392,91359.8046,101655.1043,84872.2789,94288.4926,88853.2873,97470.1518,89107.9752,89116.7807,97159.1129,106358.6367,84886.6991,93306.5793,96506.2622,1477121.566
566,230.0204,54.4363,102.6475,372.5724,525.4258,421.7836,11.0301,117.2067,0,268.5511,566,0,179.852,566,172.8237,445.9162,142.9055,529.402,320.2207,0,205.3366,193.5798,454.3515,206.9333,171.4836,0,239.211,377.535,411.6949,566,189.6153,97028.6572,96692.9493,85286.8359,89413.8385,106160.7535,95891.5169,92407.616,84889.6235,81527.5362,89200.5943,100314.6274,96809.4278,85432.9141,86950.0221,95280.9338,87117.7693,1470405.616
0,164.4869,523.7603,313.3424,171.2557,215.2459,0,0,566,383.2439,125.6425,504.125,566,359.0933,403.5741,566,0,126.102,163.425,243.5397,415.2418,274.0041,133.9459,483.0592,566,267.3065,566,257.5424,326.093,338.7843,516.0857,410.7213,104975.9636,100262.6611,106074.8012,87434.4377,83745.9744,80199.091,92376.4718,84482.0861,93605.3574,88050.0097,85831.0265,102287.5356,98133.9059,80559.403,87238.5247,93588.4356,1468845.685
257.0077,327.9415,533.4554,273.3154,285.9227,0,360.3939,52.437,0,0,424.7871,365.1523,489.8547,218.7369,566,208.1456,0,267.6574,566,566,159.6764,296.7417,343.9081,196.4004,41.3715,356.3574,110.974,213.4057,386.0688,148.8109,383.1184,535.4402,106238.5755,88523.6355,94692.7927,87183.6269,92347.5281,86836.3196,86820.3697,86252.2904,98534.3583,82438.2767,105133.4138,97120.9977,86552.2604,89004.5466,97841.93,82893.4474,1468414.369
466.0853,151.183,327.0494,83.8802,317.7968,42.5789,181.8329,510.8192,276.97,379.2472,274.8385,385.7529,433.0548,174.6293,49.765,44.298,0,225.5472,552.5287,118.6351,394.439,317.2567,0,277.2385,25.3629,566,163.5199,260.7834,159.4736,491.7154,566,204.6,106766.4607,83474.5838,84569.1508,91156.0765,91244.9754,87765.1688,97761.0409,97480.4561,99396.5577,91960.8474,92878.7745,90566.102,101834.8638,87180.8787,86016.4768,84308.2321,1474360.646
198.122,566,401.1527,61.2367,241.2018,51.5152,192.3145,538.5653,382.3508,0,566,469.6379,112.4386,450.4366,227.7879,208.6087,16.5122,274.4859,566,469.52,116.3508,565.2767,177.8134,209.0339,213.6418,406.6213,0,172.1429,412.3792,340.6378,410.9322,566,103714.2169,94736.9978,95127.7587,81565.6031,94320.1894,84074.0604,86044.8826,100670.0119,86024.2511,84180.6481,106262.5116,97732.1419,87890.7314,88912.0735,93894.5691,87275.2745,1472425.922
566,566,566,522.5884,195.7223,285.3175,446.3447,211.0052,277.5,62.222,184.7396,0,367.1315,339.5368,115.7313,72.7382,0,241.8641,351.5589,566,260.6675,170.479,0,341.0022,252.2329,566,188.1561,106.8445,49.5894,156.5456,130.5274,364.5288,105923.1557,100205.0982,95347.9768,94910.0543,77295.7327,88180.28,100278.899,85277.6733,85604.1819,93160.8262,80779.0093,89036.4934,95375.9025,98033.6481,88186.0737,83446.7743,1461041.779
